article name	author	% '.'	% ','	% '?'	% ':'	% ';'	% ' '	% '!'	% '-'	% '_'	% '('	% '"'	% '/'	sentences-to-words ratio	avg. sentence length	%" "	%"\n"	%"the"	%"and"	%"'"	%"of"	%"to"	%"-"	%"a"	%"in"	%"i"	%"""	%"that"	%"he"	%"it"	%"wa"	%"hi"	%"you"	%"with"	%"for"	%"as"	%"is"	%"+"	%"but"	%"her"	%"be"	%"not"	%"had"	%"my"	%"s"	%"at"	%"on"	%"thi"	%"she"	%"all"	%"have"	%"him"	%"they"	%"me"	%"by"	%"so"	%"which"	%"we"	%"from"	%"one"	%"no"	%""	%"were"	%"or"	%"are"
A New Voyage Ro_13.txt	Defoe	0.008410428931875526	0.050462573591253154	0	0.00336417157275021	0.00672834314550042	0	0	0	0	0	0	0	0.005777007510109763	299.6	1060	92	51	24	2	11	17	0	10	14	0	0	11	28	7	11	4	1	5	4	2	0	0	5	0	6	4	10	0	1	4	3	1	0	4	1	13	6	0	2	0	7	0	5	3	2	0	5	6	0
Loves Comedy_17.txt	Ibsen	0.036298932384341634	0.026334519572953737	0.00498220640569395	0	0.010676156583629894	0	0.009252669039145907	0	0	0	0	0	0.045112781954887216	39.416666666666664	828	146	23	14	42	8	11	16	12	9	10	0	1	3	5	2	3	7	3	6	0	3	0	5	1	3	2	0	2	8	5	2	1	3	4	2	1	6	4	1	2	0	4	3	2	4	0	1	0	3
The Man That Co_6.txt	Twain	0.015902712815715623	0.026192703461178673	0	0.0009354536950420954	0.007483629560336763	0	0	0	0	0	0	0	0.01059190031152648	169.58823529411765	946	86	30	23	8	13	10	26	15	14	0	4	14	17	16	10	4	0	0	2	1	0	0	5	2	2	0	14	0	4	4	1	2	1	5	1	3	6	0	6	1	5	0	2	3	3	0	6	2	0
On Picket Duty_7.txt	Alcott	0.018659295093296474	0.04906703524533518	0.00138217000691085	0.000691085003455425	0.0055286800276434	0	0.00138217000691085	0	0	0	0	0	0.014747859181731684	113.19354838709677	1230	102	13	26	42	11	19	12	25	9	29	16	11	4	11	14	10	6	2	11	9	2	0	9	1	4	8	5	10	3	3	5	2	11	1	3	0	3	14	3	3	1	0	3	5	4	0	1	0	1
Adventure_9.txt	London	0.043256997455470736	0.032230703986429174	0.010178117048346057	0.0008481764206955047	0.0008481764206955047	0	0.006785411365564037	0	0	0	0	0	0.04519414385741566	37.690140845070424	874	66	20	11	34	1	9	8	8	6	20	66	12	13	4	6	2	16	5	7	4	7	0	4	8	3	4	0	9	2	3	9	1	10	3	6	3	2	0	0	1	1	1	0	1	3	0	0	0	3
Great Expectati_11.txt	Dickens	0.017497812773403325	0.048118985126859144	0.0026246719160104987	0.0008748906386701663	0.0026246719160104987	0	0.0026246719160104987	0	0	0.0008748906386701663	0	0	0.018787878787878787	94.06451612903226	974	86	37	22	12	11	10	12	5	6	23	14	2	7	12	9	8	1	10	2	3	1	0	2	0	1	0	16	13	2	4	2	2	1	9	3	4	4	5	4	1	4	0	3	3	2	0	3	0	0
The Stormor_13.txt	Defoe	0.008291873963515755	0.03814262023217247	0	0.005804311774461028	0.008291873963515755	0	0	0	0	0	0	0	0.005564830272676683	310.6	1070	92	57	22	22	16	16	14	10	17	2	0	8	0	25	9	0	0	3	7	8	0	0	2	0	4	2	6	0	3	3	4	3	0	4	7	0	1	0	2	7	3	2	9	2	3	0	5	1	1
The Comedy of E_18.txt	Shakespeare	0.023117076808351976	0.035048471290082026	0.006711409395973154	0.0044742729306487695	0.011931394481730051	0	0.0022371364653243847	0	0	0	0	0	0.026445264452644526	62.7906976744186	900	106	20	14	24	10	12	14	12	6	7	0	20	7	3	1	4	11	1	6	2	10	0	3	1	1	5	1	2	20	0	1	2	3	0	2	0	1	14	2	1	0	2	1	2	1	0	2	0	3
Oliver Twist_8.txt	Dickens	0.017761989342806393	0.05150976909413854	0.003552397868561279	0.003552397868561279	0.007104795737122558	0	0.0008880994671403197	0	0	0	0	0	0.022263450834879406	80.72222222222223	948	80	31	14	34	13	15	16	15	9	2	0	9	15	3	10	6	5	9	2	2	3	0	1	0	5	1	3	2	3	4	8	6	0	3	1	9	1	0	5	0	4	1	1	2	1	0	3	1	0
King John_11.txt	Shakespeare	0.016407599309153715	0.04835924006908463	0.006044905008635579	0.009499136442141624	0.007772020725388601	0	0.016407599309153715	0	0	0	0	0	0.026284348864994027	67.72727272727273	934	146	16	17	24	7	17	6	10	9	5	0	8	0	8	0	3	8	5	3	0	5	0	6	1	6	8	0	9	3	0	4	16	0	1	3	0	0	8	2	1	1	0	0	0	5	0	0	1	2
Somebodys Lugg_17.txt	Dickens	0.027918781725888325	0.04483925549915398	0.005076142131979695	0.0008460236886632825	0	0	0.0008460236886632825	0	0	0.0008460236886632825	0	0	0.02727272727272727	63.977777777777774	954	84	33	19	20	14	13	12	11	9	26	28	7	5	8	6	8	16	5	0	5	5	0	4	2	5	0	1	2	4	5	1	1	1	1	5	0	0	3	4	3	2	2	1	0	1	0	0	3	2
The Judge_9.txt	West	0.019372077488309953	0.03072812291249165	0.0006680026720106881	0.0006680026720106881	0.002004008016032064	0	0	0	0	0	0	0	0.015315315315315315	116.94117647058823	1330	116	32	22	16	19	24	8	26	12	2	10	23	21	14	16	6	3	7	6	6	2	0	5	9	13	4	10	0	5	2	6	1	16	2	1	5	2	0	4	3	3	2	1	6	3	0	0	1	2
Parmenides_15.txt	Plato	0.012718600953895072	0.03577106518282989	0.003179650238473768	0.000794912559618442	0.00397456279809221	0	0	0	0	0.000794912559618442	0	0	0.01084010840108401	181.8	1100	104	44	19	22	28	12	4	9	20	0	0	4	5	1	5	2	0	5	3	5	10	0	1	0	8	8	4	0	0	2	2	1	0	1	6	0	5	0	5	0	8	7	3	3	1	0	3	4	9
Smoke Bellew_4.txt	London	0.02458366375892149	0.03409992069785884	0	0	0.0015860428231562252	0	0	0	0	0	0	0	0.016774891774891776	104.19354838709677	1106	102	46	26	6	22	16	18	17	7	0	0	4	26	8	19	11	0	9	3	9	0	0	4	0	3	1	6	0	2	7	3	0	0	1	1	3	5	0	2	1	1	0	2	1	2	0	1	0	0
The Scarlet Pla_8.txt	London	0.03829787234042553	0.03574468085106383	0	0	0.000851063829787234	0	0.000851063829787234	0	0	0	0	0	0.02715466351829988	64.21739130434783	1024	80	33	27	6	14	11	10	14	10	26	10	8	4	9	13	4	3	2	3	3	0	0	3	8	0	3	12	10	1	1	6	4	6	3	3	2	0	5	3	2	0	3	1	0	1	0	3	0	1
Intentions_8.txt	Wilde	0.021034180543382998	0.028921998247151623	0.0008764241893076249	0	0.0017528483786152498	0	0.0008764241893076249	0	0	0	0	0	0.016304347826086956	109.77777777777777	1012	90	52	17	0	33	9	2	4	6	1	0	19	0	24	1	0	3	3	7	1	17	0	6	4	2	6	0	2	0	2	2	3	3	1	1	0	0	0	1	2	4	5	7	0	0	0	0	4	3
The Custom of t_6.txt	Wharton	0.012861736334405145	0.03456591639871383	0	0.0008038585209003215	0.005627009646302251	0	0.0008038585209003215	0	0	0	0	0	0.01342642320085929	134.44	1086	106	31	23	14	21	16	26	15	13	1	10	6	6	6	17	2	1	5	6	4	0	0	5	10	2	8	10	0	4	2	3	2	14	1	5	1	9	0	1	2	2	0	1	6	3	0	5	3	0
Richard III_3.txt	Shakespeare	0.029925187032418952	0.04987531172069826	0.00997506234413965	0.0024937655860349127	0.0008312551953449709	0	0.0008312551953449709	0	0	0.0016625103906899418	0	0	0.030693677102516883	58.2	988	82	13	18	10	13	8	0	8	3	11	0	7	6	7	0	12	12	8	2	1	7	0	7	3	9	8	0	3	2	1	3	1	1	4	0	4	2	5	1	1	1	0	2	0	4	0	3	4	1
Pericles Princ_9.txt	Shakespeare	0.04716981132075472	0.04622641509433962	0	0.0037735849056603774	0.009433962264150943	0	0.0009433962264150943	0	0	0	0	0	0.03339882121807466	53.0	830	156	16	21	16	15	14	2	7	10	8	0	6	5	2	3	6	12	2	6	7	4	0	1	0	2	4	1	4	5	2	2	6	0	5	4	8	4	3	4	4	3	3	3	1	1	0	0	1	5
Felix Holt the_7.txt	Eliot	0.016688918558077435	0.03137516688918558	0.0006675567423230974	0	0.004005340453938585	0	0	0	0	0	0	0	0.015090989791389259	123.88235294117646	1338	124	32	19	16	23	16	20	19	12	0	4	17	2	5	13	2	1	6	3	11	0	0	3	33	6	3	22	1	8	2	5	3	20	2	5	1	0	0	4	2	12	0	4	1	1	0	1	3	1
O Pioneers_9.txt	Cather	0.037066881547139406	0.030620467365028204	0.0040290088638195	0	0	0	0	0	0	0	0	0	0.029001673173452314	56.63461538461539	1030	94	19	22	40	5	18	6	6	6	18	26	10	12	9	2	1	22	4	4	5	2	0	4	7	2	2	1	0	6	3	3	0	3	2	3	3	3	5	4	4	0	13	3	4	0	0	3	0	8
Night and Day_10.txt	Woolf	0.01349527665317139	0.04520917678812416	0.0006747638326585695	0	0.0006747638326585695	0	0	0	0	0	0	0	0.010031919744642043	185.5	1314	118	33	35	12	31	27	12	20	17	0	6	3	2	4	14	2	0	2	7	5	2	0	4	30	5	1	4	0	6	1	3	0	15	6	2	1	1	0	6	3	6	0	5	3	2	0	4	5	2
Behind a Mask_4.txt	Alcott	0.025239338555265448	0.047867711053089644	0.0017406440382941688	0	0.0017406440382941688	0	0.0026109660574412533	0	0	0	0	0	0.021419828641370868	81.17142857142858	978	80	19	21	12	5	15	0	14	3	13	20	4	1	12	4	0	10	5	7	9	10	0	3	11	0	1	3	6	4	3	2	1	11	0	6	0	1	5	1	3	4	0	2	4	0	0	0	0	4
Nicholas Nickle_4.txt	Dickens	0.008645533141210375	0.04394812680115274	0	0.001440922190201729	0.0036023054755043226	0	0.002881844380403458	0	0	0.0007204610951008645	0	0	0.0106951871657754	178.63636363636363	1226	114	38	25	16	21	15	14	23	13	3	0	8	3	6	7	7	0	11	2	6	2	0	2	0	6	1	5	0	1	4	5	2	0	2	1	3	5	1	2	4	6	0	2	6	2	0	9	3	0
Miscellanies_11.txt	Wilde	0.002631578947368421	0.038421052631578946	0	0.0005263157894736842	0.008421052631578947	0	0	0	0	0	0	0	0.0017580872011251757	1028.8	1708	146	85	64	18	52	11	24	20	27	1	0	16	0	15	0	0	0	11	10	2	8	0	3	0	6	2	0	0	9	2	5	1	0	9	2	0	2	0	7	8	10	5	8	20	2	0	0	2	0
White Nights an_4.txt	Dostoyevsky	0.0078028747433264885	0.0459958932238193	0.004106776180698152	0.0008213552361396304	0.006570841889117043	0	0.006160164271047228	0	0	0	0	0	0.011965811965811967	146.66666666666666	2112	174	36	46	18	18	35	16	13	15	39	20	42	0	17	14	5	24	6	16	8	14	0	2	3	8	13	6	19	5	11	4	7	3	12	17	1	2	13	4	11	5	1	7	20	8	0	2	2	6
Northanger Abbe_12.txt	Austen	0.018370607028753993	0.03913738019169329	0.0023961661341853034	0	0.01597444089456869	0	0.00718849840255591	0	0	0	0	0	0.020489470688673878	88.5	1038	84	21	12	8	22	11	4	15	6	16	38	9	1	10	8	1	14	4	5	3	1	0	5	7	7	4	1	4	4	5	3	2	4	2	4	1	3	2	3	6	1	0	3	2	4	0	2	1	1
Selected Prose_2.txt	Wilde	0.022535211267605635	0.03943661971830986	0	0.0009389671361502347	0.0009389671361502347	0	0.0009389671361502347	0	0	0	0	0	0.016307893020221786	113.04	922	82	24	14	10	23	19	8	17	10	6	0	6	11	5	14	13	2	4	4	1	4	0	5	0	0	1	6	1	1	2	4	2	1	2	8	7	3	2	2	2	2	1	2	3	1	0	0	0	0
Jack and Jill_8.txt	Alcott	0.026079869600651995	0.03993480032599837	0.0016299918500407497	0.0016299918500407497	0.0024449877750611247	0	0	0	0	0	0	0	0.020915771622385528	79.91891891891892	1044	80	30	23	22	10	15	16	26	11	13	18	5	4	4	2	6	15	9	6	3	0	0	0	1	4	0	3	0	3	0	2	0	1	4	5	0	2	1	0	3	1	3	2	4	2	0	2	1	5
Mark Twains Sp_13.txt	Twain	0.016908212560386472	0.02818035426731079	0	0.0008051529790660225	0.00322061191626409	0	0.0008051529790660225	0	0	0	0	0	0.015985790408525755	111.85185185185185	988	78	18	29	0	20	10	2	9	16	18	2	13	4	3	4	2	2	3	4	5	12	28	6	1	3	4	4	9	0	3	1	4	1	5	6	1	1	3	1	3	2	5	2	4	0	0	1	1	1
American Notes_9.txt	Dickens	0.013136288998357963	0.030377668308702793	0	0.003284072249589491	0.020525451559934318	0	0.0008210180623973727	0	0	0	0	0	0.00955593029792018	195.76470588235293	1070	98	45	26	0	21	9	6	16	8	6	0	4	2	12	9	1	0	7	1	6	2	0	2	1	4	1	5	0	3	7	9	2	0	2	4	0	0	2	3	2	1	2	4	1	1	6	5	0	3
The Valley of t_15.txt	London	0.04006968641114982	0.037456445993031356	0.0008710801393728223	0	0.0017421602787456446	0	0	0	0	0	0	0	0.029192546583850933	57.53191489361702	902	72	27	9	44	11	13	12	10	6	7	44	5	14	16	9	7	15	3	1	3	3	0	2	3	0	1	3	3	6	7	8	0	9	4	1	4	6	4	4	0	3	0	4	2	0	0	2	0	2
Flower Fables_16.txt	Alcott	0.015859766277128547	0.05008347245409015	0.0008347245409015025	0.0008347245409015025	0.00667779632721202	0	0.0008347245409015025	0	0	0	0	0	0.012389380530973451	142.76190476190476	1008	86	26	39	6	1	14	6	4	9	10	24	2	9	3	6	3	12	4	7	2	0	0	7	5	2	5	5	1	3	1	2	1	1	1	5	5	8	2	2	2	0	4	0	2	3	0	2	2	3
The Innocents A_9.txt	Twain	0.019184652278177457	0.03437250199840128	0	0.0007993605115907274	0.0015987210231814548	0	0	0	0	0	0	0	0.013179571663920923	137.41666666666666	1098	100	45	24	4	39	9	6	9	16	1	6	11	2	11	6	5	2	9	4	5	11	0	3	1	1	2	3	0	2	4	3	7	0	3	2	0	4	0	4	2	5	7	1	1	4	0	3	1	2
Frankenstein O_15.txt	Shelley	0.016608391608391608	0.027972027972027972	0.0008741258741258741	0.0008741258741258741	0.006993006993006993	0	0	0	0	0.0008741258741258741	0	0	0.011968880909634948	157.0	1010	94	32	19	0	16	14	6	13	6	24	2	4	0	4	4	1	4	10	2	5	0	0	4	1	1	1	6	19	0	1	3	1	0	2	1	0	0	10	2	4	7	1	5	4	2	0	3	5	2
A House of Pome_5.txt	Wilde	0.00944138473642801	0.041699449252557044	0.0007867820613690008	0	0.0023603461841070024	0	0	0	0	0	0	0	0.006309148264984227	289.5833333333333	1142	102	53	19	0	32	22	10	7	6	0	0	10	21	4	8	15	0	5	4	5	1	0	5	11	2	1	15	0	3	8	6	0	6	3	3	5	1	0	5	0	5	0	1	1	1	6	1	3	0
The Complete Pr_19.txt	Austen	0.014040561622464899	0.0405616224648986	0.00078003120124805	0.0015600624024961	0.00858034321372855	0	0.0046801872074883	0	0	0	0	0	0.013616557734204794	134.84	1106	104	37	25	4	23	20	4	8	11	2	6	2	0	6	13	1	0	1	7	4	1	0	5	10	5	6	6	0	2	4	4	4	16	2	2	0	2	3	9	1	1	0	1	1	5	0	6	5	0
Adam Bede_9.txt	Eliot	0.013828867761452032	0.03197925669835782	0	0.000864304235090752	0.003457216940363008	0	0	0	0	0	0	0	0.009872241579558653	181.47058823529412	1036	90	18	21	10	14	22	6	14	10	0	6	10	5	6	14	3	1	3	4	5	1	0	4	14	6	6	16	0	3	6	1	2	19	1	1	4	0	0	3	0	1	0	1	1	1	0	1	2	0
As You Like It_16.txt	Shakespeare	0.04481546572934974	0.03602811950790861	0.0210896309314587	0.0035149384885764497	0.006151142355008787	0	0.007029876977152899	0	0	0	0	0	0.04891304347826087	35.27160493827161	896	174	15	18	22	14	1	10	12	6	16	0	7	11	7	3	5	6	7	4	1	10	0	6	0	3	3	1	3	3	2	1	6	0	3	3	3	0	6	0	3	1	0	0	2	1	0	1	2	0
Salammbo_10.txt	Flaubert	0.017463235294117647	0.02665441176470588	0.0009191176470588235	0.0009191176470588235	0.011948529411764705	0	0.0027573529411764708	0	0	0	0	0	0.011771995043370507	161.05263157894737	966	94	46	12	0	24	7	2	14	11	1	0	2	13	8	8	7	0	10	2	1	0	0	1	3	0	4	3	0	3	6	6	0	2	0	0	7	2	0	3	0	3	0	2	1	0	6	4	3	0
The Iliads of H_11.txt	Homer	0.012062521236833164	0.05445124023105675	0.0005096839959225281	0.0026333673122663948	0.01163778457356439	0	0.0008494733265375467	0	0.00025484199796126404	0.0007645259938837921	0	0	0.010352236473728758	178.80503144654088	9598	2	207	175	440	105	120	66	39	78	45	54	57	52	46	18	83	13	73	41	26	12	62	37	5	28	21	11	31	50	16	26	63	2	67	10	24	25	12	27	25	23	11	15	12	7	0	10	13	10
The House of Mi_4.txt	Wharton	0.018026565464895637	0.025616698292220113	0.0028462998102466793	0.0009487666034155598	0.004743833017077799	0	0.0009487666034155598	0	0	0	0	0	0.01798330122029544	98.25	930	78	33	18	8	14	20	14	10	12	3	8	5	14	14	7	8	1	8	2	5	5	0	4	14	2	0	9	0	2	2	1	1	11	1	2	3	1	0	1	1	2	1	3	3	1	0	0	1	0
The Road_11.txt	London	0.03205128205128205	0.02564102564102564	0.0018315018315018315	0	0.0018315018315018315	0	0.0009157509157509158	0	0	0	0	0	0.0236318407960199	67.23684210526316	978	78	51	22	10	15	14	6	10	4	35	0	11	9	2	0	4	0	5	3	2	13	0	5	0	0	2	0	6	1	3	10	1	2	2	1	2	2	12	1	0	1	0	4	2	0	0	0	1	4
Brown Wolf and_14.txt	London	0.02689486552567237	0.03667481662591687	0	0	0.0024449877750611247	0	0	0	0	0	0	0	0.018211920529801324	97.66666666666667	1098	94	48	24	6	12	22	10	19	7	0	0	8	10	22	17	5	0	3	5	7	0	0	3	0	3	4	5	0	1	4	9	2	1	0	0	3	8	0	1	2	0	0	3	2	3	0	4	0	0
Poor Folk_2.txt	Dostoyevsky	0.023156089193825044	0.038593481989708404	0.0017152658662092624	0	0.00686106346483705	0	0.00686106346483705	0	0	0	0	0	0.022659511031604056	75.84210526315789	1020	88	8	17	0	5	23	8	8	4	21	0	20	1	8	3	0	8	2	9	2	7	0	5	5	5	8	4	20	0	2	0	2	13	5	12	0	0	11	0	0	0	2	2	3	2	0	1	1	1
At Fault_3.txt	Chopin	0.017823639774859287	0.0300187617260788	0.001876172607879925	0.001876172607879925	0	0	0	0	0	0	0	0	0.013862633900441084	134.3181818181818	928	94	32	7	16	17	17	8	11	12	3	12	5	0	1	9	5	0	4	4	1	0	0	4	7	2	6	10	0	7	4	8	2	4	2	1	1	0	0	2	2	7	0	2	1	3	0	1	1	0
The Call of the_17.txt	London	0.018726591760299626	0.04794007490636704	0	0	0.0022471910112359553	0	0	0	0	0.000749063670411985	0	0	0.012703252032520325	139.4	1186	106	47	34	2	21	9	16	12	11	0	0	7	16	9	17	11	0	9	4	3	0	0	8	0	0	4	4	0	1	5	2	5	0	2	0	5	3	0	1	3	6	0	4	3	2	0	9	6	0
The New Hudson_1.txt	Shakespeare	0.02042079207920792	0.03650990099009901	0.003094059405940594	0.007425742574257425	0.0018564356435643563	0	0	0	0.0012376237623762376	0.006188118811881188	0	0	0.01712962962962963	113.35135135135135	1250	88	49	21	46	29	22	12	10	22	7	10	7	5	6	7	6	2	5	2	4	8	0	5	0	1	0	2	1	17	4	2	5	0	1	5	5	2	1	0	3	6	2	5	1	1	0	1	3	0
The Brothers Ka_16.txt	Dostoyevsky	0.03536693191865606	0.032714412024756855	0.002652519893899204	0	0	0	0.002652519893899204	0	0	0	0	0	0.027846534653465347	63.266666666666666	932	72	34	10	30	12	19	14	8	6	11	30	9	13	2	1	2	17	4	1	2	8	0	12	2	2	6	1	0	6	3	2	2	0	3	2	1	4	0	1	4	0	2	2	2	3	0	0	0	7
The Mutiny of t_11.txt	London	0.030548068283917342	0.0431266846361186	0.0035938903863432167	0	0.0008984725965858042	0	0.0035938903863432167	0	0	0	0	0	0.03111111111111111	55.46938775510204	908	72	44	15	28	22	8	16	9	3	11	26	6	9	5	11	8	4	5	1	2	0	0	2	0	1	1	4	0	7	2	7	3	0	1	1	2	1	3	1	2	0	1	1	1	1	0	3	0	0
Miscellanies_14.txt	Wilde	0.0125	0.028846153846153848	0	0.0019230769230769232	0.0038461538461538464	0	0	0	0	0	0	0	0.008397932816537468	217.15384615384616	930	82	40	24	8	32	4	10	14	16	2	0	3	2	14	7	0	0	6	6	7	5	0	5	0	0	2	0	0	4	2	1	6	0	3	0	0	0	1	2	0	6	2	1	0	1	0	0	3	1
The Strength of_4.txt	London	0.01773049645390071	0.038120567375886524	0.0017730496453900709	0	0.0008865248226950354	0	0	0	0	0	0	0	0.01199760047990402	148.6	988	90	54	30	0	26	13	18	11	12	0	0	10	8	8	10	3	0	5	2	6	3	0	3	0	10	3	0	0	0	2	2	1	0	8	0	1	2	0	3	1	1	0	1	1	4	0	3	0	2
The New Hudson_3.txt	Shakespeare	0.010471204188481676	0.04338070306656694	0	0.0007479431563201197	0.002243829468960359	0	0	0	0	0.0037397157816005983	0	0	0.011218765935747067	172.86363636363637	1120	118	49	19	36	34	12	10	13	22	1	16	10	4	5	4	5	0	5	8	7	8	0	3	0	3	1	1	0	14	2	2	2	0	1	5	0	0	0	0	0	4	3	4	0	1	0	1	1	0
Coriolanus_6.txt	Shakespeare	0.02570480928689884	0.04643449419568822	0.0008291873963515755	0.011608623548922056	0.0024875621890547263	0	0	0	0	0.0024875621890547263	0	0	0.019653179190751446	90.97058823529412	990	132	18	18	22	6	9	4	14	9	10	0	5	0	2	1	6	7	9	3	6	3	0	4	0	6	7	0	3	0	3	1	10	0	4	0	3	4	7	0	3	2	4	2	1	0	0	1	1	3
Timon of Athens_2.txt	Shakespeare	0.026703499079189688	0.03406998158379374	0.0055248618784530384	0.007366482504604052	0.001841620626151013	0	0	0	0	0.0009208103130755065	0	0	0.023091725465041693	73.44444444444444	910	88	7	8	32	6	16	0	11	5	16	0	11	1	1	0	2	14	2	4	0	2	0	3	1	3	1	3	17	3	4	1	5	0	1	0	0	2	3	0	4	2	8	2	1	5	0	3	6	3
The Possessed_5.txt	Dostoyevsky	0.018957345971563982	0.037914691943127965	0	0.0009478672985781991	0.002843601895734597	0	0.0009478672985781991	0	0.0018957345971563982	0	0	0	0.013565891472868217	140.23809523809524	914	84	21	15	6	20	14	8	13	8	4	18	6	6	4	10	2	4	4	2	5	0	0	2	7	2	6	6	3	2	3	8	1	4	3	5	5	6	0	4	2	1	0	1	0	0	0	5	1	1
Richard II_16.txt	Shakespeare	0.013876843018213356	0.046834345186470075	0.013876843018213356	0.014744145706851692	0.0017346053772766695	0	0	0	0	0.0008673026886383347	0	0	0.0205686630369026	88.02941176470588	962	118	12	18	14	9	14	6	4	2	8	0	4	1	2	0	3	1	4	3	5	11	0	3	0	6	6	1	17	0	1	1	10	0	5	0	2	4	1	0	6	1	2	1	1	0	0	1	0	4
Lady Windermere_4.txt	Wilde	0.05555555555555555	0.021739130434782608	0.004025764895330112	0	0	0	0.007246376811594203	0	0	0	0	0	0.05110336817653891	33.64772727272727	962	108	11	6	0	9	17	2	9	5	22	0	11	1	10	5	0	29	0	6	7	15	0	3	10	0	4	4	1	3	1	1	4	9	2	10	0	2	7	0	0	1	1	2	3	1	24	0	1	2
On Picket Duty_15.txt	Alcott	0.010894941634241245	0.0490272373540856	0.0031128404669260703	0	0.00933852140077821	0	0.0007782101167315176	0	0	0	0	0	0.011866235167206042	141.8181818181818	1072	86	25	24	42	20	15	12	21	8	16	24	3	5	16	9	7	20	7	12	4	2	0	8	3	2	4	1	1	4	2	2	2	3	1	6	6	1	1	4	1	1	0	1	3	0	0	2	1	2
The Old Curiosi_10.txt	Dickens	0.016822429906542057	0.04579439252336449	0.0009345794392523365	0	0.003738317757009346	0	0.003738317757009346	0	0	0	0	0	0.014810045074050225	119.21739130434783	914	82	23	20	24	8	15	16	9	5	8	0	5	12	10	4	12	2	7	5	4	0	0	7	4	7	3	2	6	1	2	5	2	3	1	0	1	0	5	1	5	3	0	1	0	3	0	0	1	2
Mansfield Park_10.txt	Austen	0.01331245105716523	0.033672670321064996	0	0.0007830853563038371	0.00548159749412686	0	0.0023492560689115116	0	0	0	0	0	0.012227538543328018	150.1304347826087	1134	104	23	19	8	21	24	0	8	13	2	8	6	11	7	7	12	2	4	7	6	0	0	7	18	9	8	7	1	4	7	5	3	8	3	8	6	3	0	4	4	2	0	2	2	1	0	4	5	0
Loves Labours_4.txt	Shakespeare	0.03969754253308128	0.043478260869565216	0.005671077504725898	0.004725897920604915	0.007561436672967864	0	0.000945179584120983	0	0	0	0	0	0.03134996801023673	56.775510204081634	840	160	15	12	24	12	15	10	9	7	12	0	11	6	1	1	13	6	5	5	1	9	0	1	1	4	1	2	4	5	4	0	3	0	4	3	5	4	1	0	4	1	0	0	4	1	0	1	0	5
The Temptation_2.txt	Flaubert	0.02930056710775047	0.0330812854442344	0.003780718336483932	0	0.003780718336483932	0	0.007561436672967864	0	0	0	0	0	0.028049575994781473	65.13953488372093	912	90	34	15	0	22	10	14	16	7	5	6	7	11	9	2	6	0	2	1	1	10	0	2	0	0	1	0	4	0	6	0	1	0	2	1	7	4	0	3	2	2	0	6	0	2	0	0	1	3
Life on the Mis_9.txt	Twain	0.020815264527320035	0.03295750216825672	0	0.0008673026886383347	0.006938421509106678	0	0	0	0	0.0008673026886383347	0	0	0.018724400234055003	97.15625	986	92	32	19	10	26	14	26	20	13	4	0	7	6	13	4	2	0	1	4	0	13	0	6	3	3	1	1	1	1	2	0	2	0	1	0	0	0	0	6	1	1	5	5	5	0	0	4	1	1
The Odyssey of_7.txt	Homer	0.012518456698979264	0.04981703794055338	0.0008345637799319509	6.41972138409193e-05	0.004750593824228029	0	0.0017975219875457406	0	0	0.0005777749245682737	0	0	0.013745704467353952	144.07627118644066	10734	46	287	180	464	118	113	156	73	52	81	2	37	67	45	11	100	0	87	27	29	24	6	54	10	11	16	22	66	24	37	37	34	3	60	9	23	27	30	34	20	19	48	48	7	14	0	5	27	4
Tour through th_4.txt	Defoe	0.00779896013864818	0.05979202772963605	0	0	0.006932409012131715	0	0	0	0	0	0	0	0.006455399061032864	288.3636363636364	1018	94	60	19	0	13	22	14	8	14	0	0	9	2	5	5	10	0	8	4	3	0	0	3	0	6	0	6	0	5	7	7	1	0	3	2	3	5	0	0	1	3	2	0	4	1	10	4	0	0
The House of th_12.txt	Dostoyevsky	0.03362068965517241	0.03189655172413793	0.004310344827586207	0	0.0034482758620689655	0	0.0008620689655172414	0	0	0	0	0	0.027124773960216998	68.46666666666667	994	88	46	10	2	16	17	0	11	10	9	22	7	4	6	9	2	8	9	6	4	0	0	1	0	3	4	4	5	0	0	3	2	0	2	0	2	3	2	5	2	3	0	3	5	0	0	5	0	4
Persuasion_14.txt	Austen	0.01721556886227545	0.035179640718562874	0.0014970059880239522	0	0.008233532934131737	0	0.0029940119760479044	0	0	0	0	0	0.015018125323666495	123.27586206896552	1154	106	29	34	4	24	18	12	13	9	6	12	6	0	7	5	0	4	5	2	7	2	0	5	4	6	6	6	2	2	5	7	0	9	5	7	0	7	1	3	7	2	6	3	2	0	0	11	0	2
The Cricket on_4.txt	Dickens	0.02700617283950617	0.046296296296296294	0.006172839506172839	0.0030864197530864196	0.004629629629629629	0	0.011574074074074073	0	0.0015432098765432098	0	0	0	0.032506887052341595	56.186440677966104	1022	90	33	18	18	10	14	32	23	9	4	46	6	17	6	7	9	2	5	5	4	1	0	2	1	3	1	3	1	7	4	1	1	1	4	3	4	0	2	4	0	2	0	5	2	2	0	0	2	0
